Category,Message,label,cleaned_message
ham,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,0.0,the beauty of life is in next second.. which hides thousands of secrets. i wish every second will be wonderful in ur life...!! gud n8
ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,0.0,thanx u darlin!im cool thanx. a few bday drinks 2 nite. 2morrow off! take care c u soon.xxx
ham,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",0.0,"if you're still up, maybe leave the credit card so i can get gas when i get back like he told me to"
spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,1.0,your weekly cool-mob tones are ready to download !this weeks new tones include: 1) crazy frog-axel f>>> 2) akon-lonely>>> 3) black eyed-dont p >>>more info in n
ham,Well boy am I glad G wasted all night at applebees for nothing,0.0,well boy am i glad g wasted all night at applebees for nothing
spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,1.0,cashbin.co.uk (get lots of cash this weekend!) URL dear welcome to the weekend we have got our biggest and best ever cash give away!! these..
ham,Ok lor... Or u wan me go look 4 u?,0.0,ok lor... or u wan me go look 4 u?
ham,U wan 2 haf lunch i'm in da canteen now.,0.0,u wan 2 haf lunch i'm in da canteen now.
ham,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,0.0,don't make life too stressfull.. always find time to laugh.. it may not add years to your life! but surely adds more life to ur years!! gud ni8..swt dreams..
ham,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",0.0,"hey, looks like i was wrong and one of the kappa guys numbers is still on my phone, if you want i can text him and see if he's around"
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,1.0,urgent! your mobile number has been awarded with a £2000 prize guaranteed. call 09061790121 from land line. claim 3030. valid 12hrs only 150ppm
spam,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082,1.0,thanks 4 your continued support your question this week will enter u in2 our draw 4 £100 cash. name the new us president? txt ans to 80082
ham,I'm home. Doc gave me pain meds says everything is fine.,0.0,i'm home. doc gave me pain meds says everything is fine.
ham,It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900),0.0,it's é only $140 ard...é rest all ard $180 at least...which is é price 4 é 2 bedrm ($900)
ham,Me too! Have a lovely night xxx,0.0,me too! have a lovely night xxx
ham,Prepare to be pleasured :),0.0,prepare to be pleasured :)
ham,Hi.:)technical support.providing assistance to us customer through call and email:),0.0,hi.:)technical support.providing assistance to us customer through call and email:)
ham,if you text on your way to cup stop that should work. And that should be BUS,0.0,if you text on your way to cup stop that should work. and that should be bus
ham,Whens your radio show?,0.0,whens your radio show?
spam,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,1.0,your unique user id is 1172. for removal send stop to 87239 customer services 08708034412
ham,I'm not sure if its still available though,0.0,i'm not sure if its still available though
ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,0.0,watever relation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,0.0,cheers lou! yeah was a goodnite shame u neva came! c ya gailxx
ham,Hi..i got the money da:),0.0,hi..i got the money da:)
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",0.0,"hi, mobile no. &lt;#&gt; has added you in their contact list on URL it s a great place to send free sms to people for more visit fullonsms.com"
ham,Ok then u tell me wat time u coming later lor.,0.0,ok then u tell me wat time u coming later lor.
ham,U repeat e instructions again. Wat's e road name of ur house?,0.0,u repeat e instructions again. wat's e road name of ur house?
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",0.0,"so many people seems to be special at first sight, but only very few will remain special to you till your last sight.. maintain them till life ends.. sh!jas"
ham,Quite lor. But dun tell him wait he get complacent...,0.0,quite lor. but dun tell him wait he get complacent...
ham,Sorry completely forgot * will pop em round this week if your still here?,0.0,sorry completely forgot * will pop em round this week if your still here?
ham,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,0.0,u r the most beautiful girl ive ever seen. u r my baby come and c me in the common room
ham,O we cant see if we can join denis and mina? Or does denis want alone time,0.0,o we cant see if we can join denis and mina? or does denis want alone time
ham,Sen told that he is going to join his uncle finance in cbe,0.0,sen told that he is going to join his uncle finance in cbe
ham,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke,0.0,yup... hey then one day on fri we can ask miwa and jiayin take leave go karaoke
ham,"Call me, i am senthil from hsbc.",0.0,"call me, i am senthil from hsbc."
ham,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",0.0,"especially since i talk about boston all up in my personal statement, lol! i woulda changed that if i had realized it said nyc! it says boston now."
ham,Indeed and by the way it was either or - not both !,0.0,indeed and by the way it was either or - not both !
spam,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",1.0,"urgent -call 09066649731from landline. your complimentary 4* ibiza holiday or £10,000 cash await collection sae t&cs po box 434 sk3 8wp 150ppm 18+"
ham,Holy living christ what is taking you so long,0.0,holy living christ what is taking you so long
ham,Ü thk of wat to eat tonight.,0.0,ü thk of wat to eat tonight.
ham,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",0.0,"thanx. yup we coming back on sun. finish dinner going back 2 hotel now. time flies, we're tog 4 exactly a mth today. hope we'll haf many more mths to come..."
ham,We're on the opposite side from where we dropped you off,0.0,we're on the opposite side from where we dropped you off
ham,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,0.0,yup. izzit still raining heavily cos i'm in e mrt i can't c outside.
ham,Send me your resume:-),0.0,send me your resume:-)
ham,Gd luck 4 ur exams :-),0.0,gd luck 4 ur exams :-)
ham,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,0.0,or u ask they all if next sat can a not. if all of them can make it then i'm ok lor.
ham,Sorry that was my uncle. I.ll keep in touch,0.0,sorry that was my uncle. i.ll keep in touch
ham,Saw Guys and Dolls last night with Patrick Swayze it was great,0.0,saw guys and dolls last night with patrick swayze it was great
spam,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,1.0,urgent this is our 2nd attempt to contact u. your £900 prize from yesterday is still awaiting collection. to claim call now 09061702893
spam,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,1.0,santa calling! would your little ones like a call from santa xmas eve? call 09077818151 to book you time. calls1.50ppm last 3mins 30s t&c URL
ham,Just come home. I don't want u to be miserable,0.0,just come home. i don't want u to be miserable
ham,I dont know why she.s not getting your messages,0.0,i dont know why she.s not getting your messages
ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",0.0,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. our total order is a quarter, you got enough?"
ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",0.0,"the guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. i'm nervous because of course now he may have my address. should i call his boss and tell him, knowing this may get him fired?"
ham,Reverse is cheating. That is not mathematics.,0.0,reverse is cheating. that is not mathematics.
ham,How do you plan to manage that,0.0,how do you plan to manage that
ham,"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off",0.0,"er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off"
ham,Sorry for the delay. Yes masters,0.0,sorry for the delay. yes masters
ham,Call me when u finish then i come n pick u.,0.0,call me when u finish then i come n pick u.
spam,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,1.0,private! your 2004 account statement for 078498****7 shows 786 unredeemed bonus points. to claim call 08719180219 identifier code: 45239 expires 06.05.05
ham,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,0.0,what's up my own oga. left my phone at home and just saw ur messages. hope you are good. have a great weekend.
ham,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",0.0,"don't worry though, i understand how important it is that i be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. brb gonna go kill myself"
ham,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",0.0,"honey, can you pls find out how much they sell predicte in nigeria. and how many times can it be used. its very important to have a reply before monday"
ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,0.0,e admin building there? i might b slightly earlier... i'll call u when i'm reaching...
ham,"fyi I'm at usf now, swing by the room whenever",0.0,"fyi i'm at usf now, swing by the room whenever"
ham,i can call in  &lt;#&gt;  min if thats ok,0.0,i can call in &lt;#&gt; min if thats ok
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,0.0,ummmmmaah many many happy returns of d day my dear sweet heart.. happy birthday dear
ham,Ü no home work to do meh...,0.0,ü no home work to do meh...
ham,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,0.0,anything is valuable in only 2 situations: first- before getting it... second- after loosing it...
ham,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,0.0,me too. mark is taking forever to pick up my prescription and the pain is coming back.
ham,How's ur paper?,0.0,how's ur paper?
ham,Got smaller capacity one? Quite ex...,0.0,got smaller capacity one? quite ex...
spam,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,1.0,check out choose your babe videos @ sms.shsex.netun fgkslpopw fgkslpo
ham,Im good! I have been thinking about you...,0.0,im good! i have been thinking about you...
spam,u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),1.0,u r a winner u ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 )
ham,:-) :-),0.0,:-) :-)
ham,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,0.0,not thought bout it... || drink in tap & spile at seven. || is that pub on gas st off broad st by canal. || ok?
ham,I am going to sleep. I am tired of travel.,0.0,i am going to sleep. i am tired of travel.
ham,"Haha, just what I was thinkin",0.0,"haha, just what i was thinkin"
ham,Yup but it's not giving me problems now so mayb i'll jus leave it...,0.0,yup but it's not giving me problems now so mayb i'll jus leave it...
ham,Lol no. Just trying to make your day a little more interesting,0.0,lol no. just trying to make your day a little more interesting
ham,"How long before you get reply, just defer admission til next semester",0.0,"how long before you get reply, just defer admission til next semester"
ham,"The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day..:)",0.0,"the word ""checkmate"" in chess comes from the persian phrase ""shah maat"" which means; ""the king is dead.."" goodmorning.. have a good day..:)"
ham,Po de :-):):-):-):-). No need job aha.,0.0,po de :-):):-):-):-). no need job aha.
ham,Rats. Hey did u ever vote for the next themes?,0.0,rats. hey did u ever vote for the next themes?
spam,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",1.0,"new mobiles from 2004, must go! txt: nokia to no: 89545 & collect yours today! from only £1. URL 2optout 087187262701.50gbp/mtmsg18 txtauction."
ham,I hope your pee burns tonite.,0.0,i hope your pee burns tonite.
ham,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",0.0,"oh rite. well im with my best mate pete, who i went out with 4 a week+ now were 2geva again. its been longer than a week."
ham,Yay can't wait to party together!,0.0,yay can't wait to party together!
ham,....photoshop makes my computer shut down.,0.0,....photoshop makes my computer shut down.
ham,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,0.0,all boys made fun of me today. ok i have no problem. i just sent one message just for fun
ham,That's one of the issues but california is okay. No snow so its manageable,0.0,that's one of the issues but california is okay. no snow so its manageable
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,1.0,private! your 2003 account statement for shows 800 un-redeemed s. i. m. points. call 08715203652 identifier code: 42810 expires 29/10/0
ham,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",0.0,"hmmm.... mayb can try e shoppin area one, but forgot e name of hotel..."
ham,"Awesome, that gonna be soon or later tonight?",0.0,"awesome, that gonna be soon or later tonight?"
ham,I need details about that online job.,0.0,i need details about that online job.
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,1.0,you have won! as a valued vodafone customer our computer has picked you to win a £150 prize. to collect is easy. just call 09061743386
ham,Missing you too.pray inshah allah,0.0,missing you too.pray inshah allah
ham,Pls help me tell Ashley that i cant find her number oh,0.0,pls help me tell ashley that i cant find her number oh
ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,0.0,i am in escape theatre now. . going to watch kavalan in a few minutes
ham,S.this will increase the chance of winning.,0.0,s.this will increase the chance of winning.
ham,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,0.0,either way works for me. i am &lt;#&gt; years old. hope that doesnt bother you.
ham,Maybe you should find something else to do instead???,0.0,maybe you should find something else to do instead???
ham,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,0.0,gain the rights of a wife.dont demand it.i am trying as husband too.lets see
ham,I liked your new house,0.0,i liked your new house
ham,I'm fine. Hope you are also,0.0,i'm fine. hope you are also
ham,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",0.0,"also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent."
ham,Same to u...,0.0,same to u...
ham,yes baby! I need to stretch open your pussy!,0.0,yes baby! i need to stretch open your pussy!
ham,Thanks  and ! Or bomb and date as my phone wanted to say!,0.0,thanks and ! or bomb and date as my phone wanted to say!
ham,Ok...,0.0,ok...
ham,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",0.0,"hey, a guy i know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?"
ham,"Response is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care",0.0,"response is one of d powerful weapon 2 occupy a place in others 'heart'... so, always give response 2 who cares 4 u""... gud night..swt dreams..take care"
ham,Nokia phone is lovly..,0.0,nokia phone is lovly..
spam,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,1.0,**free message**thanks for using the auction subscription service. 18 . 150p/msgrcvd 2 skip an auction txt out. 2 unsubscribe txt stop customercare 08718726270
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,1.0,bored housewives! chat n date now! 0871750.77.11! bt-national rate 10p/min only from landlines!
ham,Sorry da..today i wont come to play..i have driving clas..,0.0,sorry da..today i wont come to play..i have driving clas..
ham,I'm really sorry I lit your hair on fire,0.0,i'm really sorry i lit your hair on fire
ham,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?",0.0,"oh! shit, i thought that was your trip! loooooool ... that just makes so much more sense now ... *grins* and the sofa reference was ... the ""sleep on a couch"" link you sent me ... wasn't that how you went on your trip ? oh ... and didn't your babe go with you for that celebration with your rents?"
ham,Okey dokey swashbuckling stuff what oh.,0.0,okey dokey swashbuckling stuff what oh.
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",0.0,"watching cartoon, listening music &amp; at eve had to go temple &amp; church.. what about u?"
ham,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,0.0,1. tension face 2. smiling face 3. waste face 4. innocent face 5.terror face 6.cruel face 7.romantic face 8.lovable face 9.decent face &lt;#&gt; .joker face.
ham,Dip's cell dead. So i m coming with him. U better respond else we shall come back.,0.0,dip's cell dead. so i m coming with him. u better respond else we shall come back.
ham,Well. You know what i mean. Texting,0.0,well. you know what i mean. texting
ham,Hi dis is yijue i would be happy to work wif ü all for gek1510...,0.0,hi dis is yijue i would be happy to work wif ü all for gek1510...
ham,Lol! Oops sorry! Have fun.,0.0,lol! oops sorry! have fun.
ham,Wat happened to the cruise thing,0.0,wat happened to the cruise thing
ham,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",0.0,"i know dat feelin had it with pete! wuld get with em , nuther place nuther time mayb?"
spam,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,1.0,lyricalladie(21/f) is inviting you to be her friend. reply yes-910 or no-910. see her: URL stop? send stop frnd to 62468
ham,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,0.0,the world's most happiest frnds never have the same characters... dey just have the best understanding of their differences...
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,1.0,no 1 polyphonic tone 4 ur mob every week! just txt pt2 to 87575. 1st tone free ! so get txtin now and tell ur friends. 150p/tone. 16 reply hl 4info
ham,Yeah just open chat and click friend lists. Then make the list. Easy as pie,0.0,yeah just open chat and click friend lists. then make the list. easy as pie
ham,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,0.0,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
ham,When/where do I pick you up,0.0,when/where do i pick you up
ham,As usual u can call me ard 10 smth.,0.0,as usual u can call me ard 10 smth.
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",0.0,"new theory: argument wins d situation, but loses the person. so dont argue with ur friends just.. . . . kick them &amp; say, i'm always correct.!"
ham,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,0.0,for many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.
ham,Poor girl can't go one day lmao,0.0,poor girl can't go one day lmao
ham,Or just do that 6times,0.0,or just do that 6times
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.,1.0,todays vodafone numbers ending with 4882 are selected to a receive a £350 award. if your number matches call 09064019014 to receive your £350 award.
ham,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,0.0,you have to pls make a note of all she.s exposed to. also find out from her school if anyone else was vomiting. is there a dog or cat in the house? let me know later.
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",0.0,"japanese proverb: if one can do it, u too can do it, if none can do it,u must do it indian version: if one can do it, let him do it.. if none can do it,leave it!! and finally kerala version: if one can do it, stop him doing it.. if none can do it, make a strike against it ..."
ham,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,0.0,sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... or take your beatings like a good dog. going to lounge in a nice long bath now ?
ham,Its worse if if uses half way then stops. Its better for him to complete it.,0.0,its worse if if uses half way then stops. its better for him to complete it.
ham,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,0.0,miserable. they don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. i didn't sleep at all last night.
ham,Send me the new number,0.0,send me the new number
ham,Convey my regards to him,0.0,convey my regards to him
spam,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,1.0,want the latest video handset? 750 anytime any network mins? half price line rental? reply or call 08000930705 for delivery tomorrow
ham,2 and half years i missed your friendship:-),0.0,2 and half years i missed your friendship:-)
ham,I cant pick the phone right now. Pls send a message,0.0,i cant pick the phone right now. pls send a message
ham,Oh for fuck's sake she's in like tallahassee,0.0,oh for fuck's sake she's in like tallahassee
ham,"Haha, that was the first person I was gonna ask",0.0,"haha, that was the first person i was gonna ask"
spam,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",1.0,"ou are guaranteed the latest nokia phone, a 40gb ipod mp3 player or a £500 prize! txt word: collect to no: 83355! ibhltd ldnw15h 150p/mtmsgrcvd18"
ham,Taka lor. Wat time u wan 2 come n look 4 us?,0.0,taka lor. wat time u wan 2 come n look 4 us?
spam,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,1.0,* free* polyphonic ringtone text super to 87131 to get your free poly tone of the week now! 16 sn pobox202 nr31 7zs subscription 450pw
ham,I;m reaching in another 2 stops.,0.0,i;m reaching in another 2 stops.
ham,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",0.0,"no, i *didn't* mean to post it. i wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it was what i was feeling at the time. i was angry. before i left, i hit send, then stop. it wasn't there. i checked on my phone when i got to my car. it wasn't there. you said you didn't sleep, you were bored. so why wouldn't that be the time to clean, fold laundry, etc.? at least make the bed?"
spam,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,1.0,warner village 83118 c colin farrell in swat this wkend @warner village & get 1 free med. popcorn!just show EMAIL 4-7/12. c t&c @kiosk. reply sony 4 mre film offers
ham,Will you come online today night,0.0,will you come online today night
ham,Then anything special?,0.0,then anything special?
ham,"I'm in solihull, | do you want anything?",0.0,"i'm in solihull, | do you want anything?"
ham,Will do. Have a good day,0.0,will do. have a good day
ham,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,0.0,we regret to inform u that the nhs has made a mistake.u were never actually born.please report 2 yor local hospital 2b terminated.we r sorry 4 the inconvenience
ham,Love that holiday Monday feeling even if I have to go to the dentists in an hour,0.0,love that holiday monday feeling even if i have to go to the dentists in an hour
ham,I am on the way to tirupur.,0.0,i am on the way to tirupur.
spam,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",1.0,"goal! arsenal 4 (henry, 7 v liverpool 2 henry scores with a simple shot from 6 yards from a pass by bergkamp to give arsenal a 2 goal margin after 78 mins."
ham,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,0.0,you've already got a flaky parent. it'snot supposed to be the child's job to support the parent...not until they're the ride age anyway. i'm supposed to be there to support you. and now i've hurt you. unintentional. but hurt nonetheless.
ham,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow!,0.0,we took hooch for a walk toaday and i fell over! splat! grazed my knees and everything! should have stayed at home! see you tomorrow!
ham,"Just dropped em off, omw back now",0.0,"just dropped em off, omw back now"
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",1.0,"this is the 2nd time we have tried 2 contact u. u have won the 750 pound prize. 2 claim is easy, call 08712101358 now! only 10p per min. bt-national-rate"
ham,Sitting in mu waiting for everyone to get out of my suite so I can take a shower,0.0,sitting in mu waiting for everyone to get out of my suite so i can take a shower
ham,Re your call; You didn't see my facebook huh?,0.0,re your call; you didn't see my facebook huh?
ham,"G says you never answer your texts, confirm/deny",0.0,"g says you never answer your texts, confirm/deny"
ham,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.",0.0,"its so common hearin how r u? wat r u doing? how was ur day? so let me ask u something different. did u smile today? if not, do it now.... gud evng."
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,0.0,hi dear call me its urgnt. i don't know whats your problem. you don't want to work or if you have any other problem at least tell me. wating for your reply.
ham,Oh yah... We never cancel leh... Haha,0.0,oh yah... we never cancel leh... haha
ham,We can go 4 e normal pilates after our intro...,0.0,we can go 4 e normal pilates after our intro...
ham,Ok... Let u noe when i leave my house.,0.0,ok... let u noe when i leave my house.
ham,"Oh yes, why is it like torture watching england?",0.0,"oh yes, why is it like torture watching england?"
ham,Wanna do some art?! :D,0.0,wanna do some art?! :d
ham,Just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!,0.0,just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",1.0,"got what it takes 2 take part in the wrc rally in oz? u can with lucozade energy! text rally le to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
spam,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",1.0,"hi, the sexychat girls are waiting for you to text them. text now for a great night chatting. send stop to stop this service"
ham,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",0.0,"good morning, my boytoy! how's those yummy lips ? where's my sexy buns now ? what do you do ? do you think of me ? do you crave me ? do you need me ?"
ham,Match started.india  &lt;#&gt;  for 2,0.0,match started.india &lt;#&gt; for 2
ham,Once free call me sir.,0.0,once free call me sir.
ham,Hey do you want anything to buy:),0.0,hey do you want anything to buy:)
ham,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",0.0,"hey babe, how's it going ? did you ever figure out where your going for new years ?"
ham,K..k.:)congratulation ..,0.0,k..k.:)congratulation ..
ham,G wants to know where the fuck you are,0.0,g wants to know where the fuck you are
